"id","company_name","group_id","legal_name","domain","email"
"12732","Dr. Timothy W. Rogers, MD","12732","N","ocalakidneygroup.com","N"
"12733","Kevali Productions","12733","N","kevaliproductions.com","N"
"12734","Hudson Valley Community Services HVCS Poughkeepsie","12734","N","hudsonvalleycs.org","N"
"12735","Mia Hale","12735","N","distinguishedyw.org","N"
"12736","Job Site Repair","12736","Job Site Repair LLC.","jobsiterepair.com","service@jobsiterepair.com"
"12737","Art and Creativity","12737","N","artandcreativity.co.za","N"
"12738","Mid Michigan Millworks","12738","N","N","N"
"12739","SV-Bildungswerk","12739","Bildungswerk für Schülervertretung und Schülerbeteiligung e.V.","sv-bildungswerk.de","N"
"12740","Koogler Financial Group","12740","Ameriprise Financial Services LLC.","ameripriseadvisors.com","patricia.f.koogler@ampf.com"
"12741","Reardon Pallet Co.","12741","Reardon Pallet Co.","reardonpallet.com","N"
"12742","Ferrolar","12742","N","ferrolar.com.br","N"
"12743","CABLECENTRO S.A.C","12743","CABLECENTRO S.A.C","cablecentrosac.com","N"
"12744","Binzel Bulgaria","12744","N","binzel-abicor.com","N"
"12745","Nannies and more...® International","12745","N","nanniesandmoreinternational.com","N"
"12746","Zhejiang Wuyi Machinery Co. Ltd.","12746","Zhejiang Wuyi Machinery Co. Ltd.","jnfsjj.com","jensyt@gmail.com"
"12747","Gregory P. Turner E.A.","12747","G. Turner LLC.","gturnerllc.com","greg@gturnerllc.com"
"12748","Bike4you","12748","N","bike4you.ru","N"
"12749","Un Océan de Vie","12749","N","unoceandevie.com","N"
"12750","St Paul’s Knightsbridge","12750","N","stpaulsknightsbridge.org","N"
"12751","Good Beard Computers","12751","N","goodbeardcomputers.ca","N"
"12752","Raison d'Etre Spas","12752","N","raisondetrespas.com","N"
"12753","Kessler Metallverarbeitung e.K.","12753","Kessler Metallverarbeitung e.K.","kessler-metallverarbeitung.de","N"
"12754","Standard Chartered Securities","12754","Standard Chartered Securities India Limited","standardcharteredsecurities.com","queries@standardcharteredsecurities.com"
"12755","Ohio Select","12755","N","ohioselect.com","N"
"12756","Easy Grass UK","12756","N","easygrassuk.co.uk","N"
"12757","Express Teleservice Corp.","12757","Express Teleservice Corp.","N","N"
"12758","The Aviation Academy","12758","N","theaviationacademy.co.uk","N"
"12759","Ripley Hill Nature Preserve","12759","N","cnylandtrust.org","N"
"12760","Jacqueline Lyons","12760","N","alignmentpsychology.com.au","N"
"12761","Car Fast Automotores","12761","N","carfast.mx","N"
"12762","A&C Bouncy Castles","12762","N","acbouncycastles.co.uk","hire@acbouncycastles.co.uk"
"12763","APPO Nîmes - Agence Conseil en communication","12763","N","appo.media","N"
"12764","Towa Electric Co. Ltd.","12764","Towa Electric Co. Ltd.","towadenki.co.jp","N"
"12765","N","12765","N","dermalyn.in","N"
"12766","Oliver Menebröcker Haustechnik","12766","N","menebroecker-haustechnik.de","N"
"12767","Universal college of Engineering & Research Pune","12767","N","ucoer.edu.in","N"
"12768","Ferienhof Karin Schwarz","12768","N","ferienhof-karinschwarz.de","info@ferienhof-karinschwarz.de"
"12769","Portrans s.r.l. - Superfast","12769","Portrans s.r.l.","portrans.it","amministrazione@portrans.it"
"12770","HEAD. MARKETING","12770","HEAD. Marketing GmbH","headmarketing.de","N"
"12771","Marty's Bicycle Shop","12771","N","martysbicycles.com","N"
"12772","HEBAN SP. Z O.O. SP. K.","12772","HEBAN SP. Z O.O. SP. K.","heban.pl","N"
"12773","Tsuruya Department Store Co., Ltd. Main building 8th floor hearing aid order","12773","N","better-life-design.co.jp","N"
"12774","Aguilar de Campoo Turismo","12774","N","aguilardecampooturismo.com","N"
"12775","Gaurav Pawan & Co.","12775","Gaurav Pawan & Co.","gauravpawanandco.com","N"
"12776","SafehandsDiagnostics","12776","N","safehandsdiagnostics.in","N"
"12777","Flex Mussels","12777","N","flexmussels.com","N"
"12778","City Chiropody & Podiatry Fenchurch Street EC3","12778","N","citychiropody.co.uk","N"
"12779","Raiffeisen-Agrar-Zentrum Lech-Paar GmbH & Co. KG, Rehling-Oberach location","12779","N","agrar-lech-paar.de","N"
"12780","Opera Queens","12780","N","operaqueens.ca","queen@operaqueens.ca"
"12781","Unlox","12781","N","unlox247.co.uk","N"
"12782","Bäckerei Herr Ihn. M. Klausmann Marktplatz 10","12782","N","baeckerei-herr.de","N"
"12783","Arizona Family Law Attorneys","12783","N","azfamilylawattorneys.com","N"
"12784","WHITE GLASS COFFEE","12784","N","whiteglasscoffee.com","N"
"12785","S.P.V. s.n.c. di Sozzi & Petesi - Verniciatura Industriale","12785","N","verniciaturespv.it","N"
"12786","OREGON COAST BILLING SERVICE INC.","12786","OREGON COAST BILLING SERVICE INC.","oregoncoastbilling.com","N"
"12787","J Dewers Custom Framing and Fine Arts Services","12787","N","jdewers.com","N"
"12788","Ibb’s Auto Service","12788","N","ibbsservice.com","N"
"12789","Colkitt Architecture","12789","N","colkitt.com","N"
"12790","Macedonian Human Rights Movement International","12790","N","mhrmi.org","N"
"12791","Folio3 Pvt Ltd.","12791","Folio3 Pvt Ltd.","folio3.com","N"
"12792","DHARMATEK BERKAT UTAMA","12792","N","dharmatek.co.id","N"
"12793","Peyton William Handmade Jewelry","12793","N","peytonwilliam.com","N"
"12794","Körperwerk Fitness- und Gesundheitsstudio Freiburg","12794","N","koerperwerk-suedbaden.de","N"
"12795","Government Polytechnic Vempalli","12795","N","govtpolyvempalli.ac.in","N"
"12796","Joes Repair Shop","12796","N","joesrepairshop.co.uk","N"
"12797","K-T Marine","12797","K-T Marine Inc.","ktmarinenj.com","info@ktmarinenj.com"
"12798","WINDMEUL INGENIEURSWERKE WELLINGTON","12798","N","windmeul.co.za","N"
"12799","Porky Pete’s BBQ","12799","N","porkypetesbbq.com","N"
"12800","Seitz Stainless","12800","N","seitzstainless.com","sales@seitzstainless.com"
"12801","Central Ohio Lions Eye Bank","12801","N","donatemyeyes.org","N"
"12802","Ascendum Machinery","12802","N","ascendum.ro","N"
"12803","Concept UK Building Systems Limited","12803","Concept UK Building Systems Limited | Concept UK Ltd.","conceptukbuildingsystemsltd.co.uk","info@conceptukltd.co.uk"
"12804","Heskin Martinez Law Group","12804","N","heskinmartinezlaw.com","N"
"12805","D.E.Y.A Hrakleiou","12805","N","deyah.gr","N"
"12806","Toyonounso Shizuokaeigyosho","12806","N","toyono-exp.co.jp","N"
"12807","Clinique Dentaire Adf","12807","N","cliniquedentaireadf.ca","N"
"12808","Hellmann Zaunanlagen","12808","N","zaunbau-augsburg.de","r.hellmann@zaunbau-hellmann.de"
"12809","Sheffield Computer Services","12809","N","sheffieldcomputerservices.co.uk","help@sheffieldcomputerservices.co.uk"
"12810","Delaware Pediatric Associates LLP.","12810","Delaware Pediatric Associates LLP.","delawarepeds.com","N"
"12811","Ricky's Automotive and Collision","12811","N","autorepairshoplilburnga.com","N"
"12812","Youbaby","12812","N","youbabyskinspa.com","N"
"12813","Lumo-hemcentral Åbo","12813","N","lumo.fi","N"
"12814","Aranda de Duero","12814","N","arandadeduero.es","soporte@arandadeduero.es"
"12815","H.M. Floral Studio","12815","N","hmfloralstudio.com","N"
"12816","Hollad","12816","N","hollad.de","info@hollad.de"
"12817","Hilltop Fruit Merrylands","12817","N","hilltopfruit.com.au","N"
"12818","Açaí Natura - Odivelas","12818","N","acainatura.com","N"
"12819","Makiela","12819","N","makieladesign.com","N"
"12820","Realty One","12820","N","glendiverealestate.com","N"
"12821","Hermansen Donald R DDS","12821","N","drhermansen.com","N"
"12822","Restore Health Counselling","12822","N","restorehealthcounselling.co.uk","N"
"12823","Webwerk Krailing","12823","N","webwerk.ch","N"
"12824","CITY DENTAL CENTRE","12824","N","1ecard.in","N"
"12825","STAGECREW BERLIN INH. JAN FISCHER E.K.","12825","STAGECREW BERLIN INH. JAN FISCHER E.K.","stagecrew-berlin.de","N"
"12826","Le Vice-Caché","12826","N","levicecache.com","levicecache7@gmail.com"
"12827","Fujitsu General AUST. PTY LTD.","12827","Fujitsu General AUST. PTY LTD.","fujitsugeneral.com.au","N"
"12828","David Ascher","12828","N","davidascherlaw.com","N"
"12829","REC-TECH OUTDOORS LLC.","12829","REC-TECH OUTDOORS LLC.","rectechoutdoors.com","N"
"12830","Gus's Pet Resort","12830","N","gusspetresort.com","info@gusspetresort.com"
"12831","Bar Tono Tornado","12831","N","imprimobarato.es","N"
"12832","WYLD1","12832","N","wyld1.com","N"
"12833","Nictau Lodge","12833","N","nictaulodge.com","N"
"12834","KC Media","12834","N","kc-media.ca","info@kc-media.ca"
"12835","Pampa Produtos de Limpeza","12835","N","pampachemical.com.br","N"
"12836","The G2 Group","12836","N","g2group.co.za","N"
"12837","TweetAngels","12837","N","tweetangels.com","N"
"12838","ChaTime","12838","N","chatime.com.ph","N"
"12839","Golden Apple","12839","N","goldenapplenm.org","N"
"12840","Hotel Stadthafen Stade","12840","N","hotel-stadthafen-stade.de","N"
"12841","Kapeh Cosméticos","12841","N","kapeh.com.br","N"
"12842","James Carpets","12842","N","N","N"
"12843","MCare Compounding Pharmacy","12843","N","mcarepharmacy.com","N"
"12844","Günter Mann","12844","N","mann-online.com","N"
"12845","Clinical Hypnotherapy Centre","12845","N","clinicalhypnotherapycentre.com.au","hello@clinicalhypnotherapycentre.com.au"
"12846","Fran Ortiz","12846","N","franortiz.com","N"
"12847","ProWire Services","12847","N","N","N"
"12848","Boschen Eventtechnik","12848","N","boschen-eventtechnik.de","N"
"12849","Turza","12849","N","turza.at","N"
"12850","TACTICAL KRAV MAGA","12850","N","tactical-kravmaga.com","kozlowski.tactical@gmail.com"
"12851","Réseau en Immigration Francophone Centre-Sud-Ouest de l'Ontario","12851","N","reseausoutien.org","N"
"12852","Crewsaders","12852","N","crewsaders.com","N"
"12853","Designer'S Touch Jewelry","12853","N","designerstouchjewelry.com","N"
"12854","N","12854","N","flowengineeringtech.com","N"
"12855","Evergreen Imaging","12855","N","echn.org","N"
"12856","TTR Chemicals","12856","N","ttrchemicals.com","N"
"12857","Krish Web","12857","N","krishweb.com","N"
"12858","Copaia Estudio","12858","N","copaiaestudio.com","N"
"12859","Expro Dental","12859","N","exprodental.cl","N"
"12860","ADC private hire","12860","N","taxis-stroud.co.uk","adcprivatehire@btconnect.com"
"12861","Harmony X","12861","Harmony Mineral Water Bottling LLC.","harmonyx.online","info@harmonyx.ae"
"12862","RESERVAR Y VIAJAR SL.","12862","RESERVAR Y VIAJAR SL.","reservaryviajar.es","N"
"12863","Just Be Well Massage","12863","N","justbewellmassage.wordpress.com","justbewellmassage@gmail.com"
"12864","N","12864","N","pixelnet-media.com","N"
"12865","Waldorf-Spielgruppe Tautropfen","12865","N","waldorf-spielgruppe-tautropfen.de","N"
"12866","Mutiara Bekasi Jaya 2","12866","N","kharismagroup.com","N"
"12867","B. A. Hydro Solutions Ltd.","12867","B. A. Hydro Solutions Ltd.","bahsltd.com","N"
"12868","Oxford Private Care","12868","N","oxfordprivatecare.co.uk","N"
"12869","Stowers Machinery Corporation","12869","Stowers Machinery Corporation","stowerscat.com","N"
"12870","Manchester OT","12870","N","manchesterot.co.uk","office@manchesterot.co.uk"
"12871","Thinkback","12871","N","thinkback.nl","N"
"12872","Floor Fittingexperts","12872","N","floorfittingexperts.co.uk","N"
"12873","Nutmeg","12873","N","nutmegbakeshop.com","megan@nutmegbakeshop.com"
"12874","Rede Super","12874","N","redesuper.com.br","N"
"12875","Tracie Investigations LLC.","12875","Tracie Investigations LLC.","hireaspy.org","N"
"12876","ROMA Steam Baths","12876","ROMA Steam Baths Ltd. | Roma Steam Bath Ltd. | Roma Steam Bath Inc.","romasteambath.com","technicalsupport@romasteambath.com"
"12877","GFI Elektro GmbH","12877","GFI Elektro GmbH","N","N"
"12878","N","12878","N","lamiedepain-boulangerie.fr","N"
"12879","Peyton William Handmade Jewelry Vero Beach","12879","N","peytonwilliam.com","N"
"12880","Alvini_Vape","12880","N","alvini.ie","N"
"12881","Gualtieri Group Real Estate","12881","N","gualtierigroup.com","N"
"12882","Inglewood Southside Christian Church","12882","N","isschristian.org","inglewoodsouthside@yahoo.com"
"12883","Creative Trails","12883","N","creativetrails.org","smiller@supportsolutions.org"
"12884","Peggy’s Cakes RGV At The Shop","12884","N","peggyscakesrgv.com","N"
"12885","The Law Firm of Mike Daniels PLLC","12885","The Law Firm of Mike Daniels PLLC","mikedanielsdefense.com","N"
"12886","Kelley Locksmith LLC.","12886","Kelley Locksmith LLC.","kelleylocksmith.com","N"
"12887","Birtley House","12887","N","birtleyhouse.co.uk","N"
"12888","Isba Bar News","12888","N","isba.org","N"
"12889","BRB Tantalus FC","12889","N","halfmoon.jp","brbtantalus@gmail.com"
"12890","Advantedge Healthcare Solutions","12890","N","ahsrcm.com","N"
"12891","Car Cleaning Culemborg","12891","N","carcleaningculemborg.nl","N"
"12892","WillowHousebedandbreakfast. Proudly","12892","N","willowhousebedandbreakfast.com","N"
"12893","B&G Accounting & Tax Services Inc.","12893","B&G Accounting & Tax Services Inc.","bgacct.com","N"
"12894","CENTRO de DIA QUIMEY CO.","12894","CENTRO de DIA QUIMEY CO.","centrosquimeyco.com.ar","N"
"12895","Ecosolaris Queretaro","12895","N","ecosolaris.com.mx","N"
"12896","N","12896","N","juicycouture.com","N"
"12897","CAP CANADA","12897","N","picapcanada.com","N"
"12898","The Orthodontic Place - Kent Town","12898","N","theorthodonticplace.com.au","N"
"12899","GetGive Delivery Service","12899","N","getgive.net","inquiry@getgive.net"
"12900","Stokes Hamer Kirk Eads & Firpo LLP.","12900","Stokes Hamer Kirk Eads & Firpo LLP.","shkklaw.com","receptionist@shkklaw.com"
"12901","IDM","12901","IDM International LLC. | IDM Achievers International Campus Limited","idm.edu","colombo@idm.edu"
"12902","Hepbrum","12902","N","hepbrum.de","N"
"12903","Classic Harbor Line Boston","12903","N","boston-sailing.com","N"
"12904","Safford RV Resort","12904","N","saffordrvr.com","N"
"12905","WEBER EDELSTAHLVERARBEITUNG GMBH","12905","WEBER EDELSTAHLVERARBEITUNG GMBH","weber-edelstahl.de","N"
"12906","BE Piscine","12906","N","bepiscine.fr","N"
"12907","Abicor Binzel","12907","ABICOR BINZEL PTY LTD. | ABICOR BINZEL USA Inc.","binzel-abicor.com","customerservice@abicorusa.com"
"12908","Hundley Cleaning Services","12908","N","hundleycleaningservices.com","N"
"12909","IRON REBEL CANADA","12909","N","ironrebel.ca","N"
"12910","Caring Gifts","12910","Caring Gifts Inc.","caringgifts.com","info@caringgifts.com"
"12911","Appdrawn","12911","Appdrawn Solutions SLU. | Appdrawn Limited","appdrawn.com","hello@appdrawn.com"
"12912","MarkRichter","12912","N","markrichter.nl","mark@markrichter.nl"
"12913","EasyStore","12913","N","easystore.co","N"
"12914","N","12914","N","tecton.ch","N"
"12915","HealthNet of Rock County Inc.","12915","HealthNet of Rock County Inc.","healthnet-rock.org","N"
"12916","Marques Studio","12916","N","marquesstudio.com.br","contato@marquesstudio.com.br"
"12917","Veggie","12917","N","veggie.hr","N"
"12918","Richard T Smith Attorney","12918","N","closingattorney.com","N"
"12919","Boqueria La Quinta","12919","N","boquerialaquinta.com","N"
"12920","Reblaus Wine & Dine Sylt","12920","N","reblaus-sylt.de","N"
"12921","Neuchâtel City Hôtel","12921","N","neuchatelcityhotel.com","N"
"12922","N","12922","N","cafelaruche.jp","N"
"12923","Redra Auto Speziale","12923","N","redraautospeziale.nl","N"
"12924","Danette McManus Realtor","12924","N","danettemcmanus.com","N"
"12925","Castellani Home & Decor | Banco Rolha","12925","N","castellanihomedecor.com","N"
"12926","Reedijk Real Estate","12926","N","reedijkrealestate.nl","N"
"12927","HerBusinessBuddy","12927","N","herbusinessbuddy.com","N"
"12928","Biotropics Malaysia Berhad","12928","N","biotropicsmalaysia.com","N"
"12929","Ryan Landry - State Farm Insurance Agent","12929","N","texaslandry.com","N"
"12930","Skousen & Reedy, Plc","12930","Skousen & Reedy, Plc","skousenreedy.com","N"
"12931","Charleston Sailing Adventures","12931","N","charlestonsailingadventures.com","info@charlestonsailingadventures.com"
"12932","2nd & 3rd Rathfriland Presbyterian Church","12932","N","rathfrilandpresbyterian.com","seamus.burke@btinternet.com"
"12933","Employ for Ability","12933","N","employforability.com.au","N"
"12934","Crown Cement Industrial Park","12934","N","crowncement.com","N"
"12935","Website gemaakt door","12935","N","princenhof.info","N"
"12936","GLOSSER- Private Security","12936","N","glossersp.com","N"
"12937","Motor Werks Cadillac Service","12937","N","motorwerkscadillac.com","N"
"12938","Expro Dental Santiago","12938","N","exprodental.cl","N"
"12939","Mcare Pharmacy","12939","N","mcarepharmacy.com","N"
"12940","Inter Cars","12940","N","intercars.cz","N"
"12941","N","12941","N","regionpiura.gob.pe","N"
"12942","Kursna lista","12942","N","kursnalista.biz","N"
"12943","Thailand","12943","N","thailand.ml","support@thailand.org"
"12944","Comfort Sue","12944","N","s-mito.org","N"
"12945","Irrigation Salva","12945","N","irrigationsalva.net","N"
"12946","Kara Healthcare","12946","N","karahealthcare.com","N"
"12947","Vander Law","12947","N","vanderlaw.com","N"
"12948","Insung Bio","12948","N","insungbious.com","N"
"12949","VASASHOES - CÔNG TY SẢN XUẤT GIÀY DÉP TÚI VÍ","12949","VASASHOES.COM - SHOES AND BAGS PRODUCTION COMPANY","vasashoes.com","N"
"12950","Quality Bay Construction","12950","N","chosunbbq.com","N"
"12951","Daytona Homes Show Home in Uplands at Riverview","12951","N","daytonahomes.ca","N"
"12952","STUDIO DENTISTICO GI .DENTAL","12952","N","gividental.com","N"
"12953","Litatro","12953","N","N","N"
"12954","AsiaLink","12954","N","asialink.org","N"
"12955","prime settings llc.","12955","prime settings llc.","primesettings.com","N"
"12956","WAX DNM","12956","N","waxdenim.com","N"
"12957","Distinguished Young Women of Florida","12957","N","distinguishedyw.org","N"
"12958","LANCASTER COUNTY DENTAL SOCIETY","12958","LANCASTER COUNTY DENTAL SOCIETY","lancastercountydentalsociety.org","N"
"12959","strait GmbH","12959","strait GmbH","strait.de","N"
"12960","Löhleins Jahres- u. Gebrauchtwagen Centrum","12960","N","autohaus-loehlein.de","N"
"12961","B oston B linds","12961","N","boston-blinds.com","jbulian@rcn.com"
"12962","Global Transport Logistics Inc.","12962","Global Transport Logistics Inc.","gtli.net","N"
"12963","Ishikawa Foods Co. Ltd.","12963","Ishikawa Foods Co. Ltd.","ishikawafoods.co.jp","N"
"12964","Coach Laurent Blondeel | Objectif Smart","12964","N","objectifsmart.fr","N"
"12965","WASP PFS","12965","WASP PFS Ltd.","wasp-pfs.com","info@wasp-pfs.com"
"12966","K&J projects pvt ltd.","12966","K&J projects pvt ltd.","knjprojects.com","N"
"12967","Dra Mariane Beust","12967","N","clinicaherter.com.br","N"
"12968","BSK Legal- Solicitors & Advocates","12968","N","bsklegal.org","N"
"12969","SafePartner AB.","12969","SafePartner AB.","safepartner.se","N"
"12970","EL DORADO GOLF AND COUNTRY CLUB","12970","N","N","N"
"12971","Byron Strother Psychiatrist","12971","N","lifestance.com","N"
"12972","Victory Assembly of God","12972","N","victoryaog.org","N"
"12973","CERTIFIED EQUIPMENT SALES SERVICES AND RENTAL LTD.","12973","CERTIFIED EQUIPMENT SALES SERVICES AND RENTAL LTD.","certifiedequipment.ca","N"
"12974","Derby Molded Products","12974","N","derbymoldedproducts.com","N"
"12975","Arianna S C S.","12975","Arianna S C S.","arianna.coop","N"
"12976","Stort Mill Recycling","12976","N","stortmillrecycling.co.uk","N"
"12977","ALBA METAL srl.","12977","ALBA METAL srl.","albametal.it","N"
"12978","Kuhn Upholstery","12978","N","kuhnupholstery.co.uk","N"
"12979","Portrans","12979","N","portrans.it","N"
"12980","Iletaitunefois","12980","N","iletaitunefois-paris.com","N"
"12981","Laboratório Med Laboratório a Clinicas 2","12981","N","labormedbatatais.com.br","N"
"12982","Goticketshop","12982","N","goticketshop.nl","N"
"12983","DACM Project Management Inc.","12983","DACM Project Management Inc.","dacmpm.com","N"
"12984","York Pet Sitters","12984","N","yorkpetsitters.com","N"
"12985","Sehat Afza","12985","N","sehatafza.com","support@bodis.com"
"12986","B & D Electric Co.","12986","B & D Electric Co.","bdelectric.net","N"
"12987","The Lazy Trout","12987","N","thelazytrout.co.uk","thelazytroutpub@gmail.com"
"12988","Nm-Nerzhaveyushchiy Prokat","12988","N","steelvalley.ru","N"
"12989","Rambutiken","12989","N","rambutiken.se","N"
"12990","Ferreteria Pipo","12990","N","ferreteriapipo.com","N"
"12991","Artemis - Estúdio de ideias","12991","N","artemis.rec.br","N"
"12992","Network Healthcare","12992","N","networkhsc.co.uk","N"
"12993","Houston Precious Metals","12993","N","houstonpreciousmetals.com","N"
"12994","Inspired Imagez","12994","N","inspiredimagez.com","N"
"12995","Turkish Medical City","12995","N","turkishmedicalcity.com","N"
"12996","Free Shop","12996","N","countryboyshop.it","N"
"12997","Monarch Laser & Wellness Centre","12997","N","monarchwellness.ca","info@monarchwellness.ca"
"12998","GIG Logistics Houston TX","12998","N","giglogistics.com","giglusa@giglogistics.com"
"12999","Arigato","12999","N","arigato.mx","N"
"13000","Funcional Clínica de Fisioterapia e Pilates","13000","N","clinicafuncional.com","N"
"13001","Indira Mahavidyalaya","13001","N","indiramahavidyalaya.com","imvkalamb@yahoo.co.in"
"13002","The Cypress of Charlotte","13002","N","thecypressofcharlotte.com","N"
"13003","River City K9","13003","N","rivercityk9.com","N"
"13004","Evotag","13004","N","evotag.dk","N"
"13005","EZ PROPERTY MANAGEMENT","13005","N","ezproperty.co.uk","N"
"13006","HENDRICKX BVBA","13006","HENDRICKX BVBA","ronnyhendrickx.net","N"
"13007","IGNITION Mobile Car Valeting & Detailing","13007","N","ignitionmobiledetailing.co.uk","N"
"13008","Depilec - Sucursal El Batán","13008","N","depilec.com.ec","N"
"13009","TTMI Partners in Machinery","13009","N","ttmi.com.au","sales@ttmi.com.au"
"13010","Bentley's Fishing Adventures","13010","N","bentleysfishingadventures.ca","N"
"13011","PT. Manxi Image Perkasa Manxi Group","13011","N","manxigroup.com","N"
"13012","Hotel Auguste","13012","N","hotelauguste.com","N"
"13013","L’établissement scolaire GSOI","13013","N","gsoi.ma","primairetelecour@gsoi.ma"
"13014","Viraj Bhatt - Mortgage Agent","13014","N","vbmortgages.com","N"
"13015","Kuchen Stüble Conditor Bernd Käser Birkach","13015","N","kuchen-stueble.de","N"
"13016","FourthQuarter®","13016","N","fourthquarter.com","N"
"13017","Rockport Property Services Ltd.","13017","Rockport Property Services Ltd.","rockportpropertyservices.com","N"
"13018","Cosmedica - Clinique de greffe de cheveux France","13018","N","cosmedica.com","N"
"13019","Glasgow Philharmonic Male Voice Choir","13019","N","glasphilmvc.org.uk","N"
"13020","Reedijk Real Estate","13020","N","reedijkrealestate.nl","N"
"13021","GDR Beveiliging","13021","N","gdr-beveiliging.be","info@gdr-beveiliging.be"
"13022","Ibb's Auto Service","13022","N","ibbsservice.com","N"
"13023","Peters Architecture","13023","N","capeters.com","N"
"13024","WLC CERTIFIED PUBLIC ACCOUNTANTS PC.","13024","WLC CERTIFIED PUBLIC ACCOUNTANTS PC.","N","N"
"13025","Michael Weinig Australia Pty Ltd.","13025","Michael Weinig Australia Pty Ltd.","weinig.com","N"
"13026","Sandrine Waechter - hypnothérapeute","13026","N","sw-soins-energetiques.com","N"
"13027","Kearny Bank","13027","N","kearnybank.com","N"
"13028","Shirokuma Pharmacy","13028","N","shirokumapharmacy.com","N"
"13029","PREMIUM ROOF SERVICES","13029","N","premiumroofservices.com","N"
"13030","Eazywallz","13030","N","eazywallz-eu.myshopify.com","support@paperform.co"
"13031","EasyLearn Languages","13031","N","easylearnlanguages.com","claudia@easylearnlanguages.com"
"13032","Kurumadaru Mayan Heartful Vehicle Inspection","13032","N","kuruma-darumaya.com","N"
"13033","X-Tremefitness Ciney","13033","N","x-tremefitness.be","N"
"13034","Nursing home Nishimineen","13034","N","n-sato.com","N"
"13035","NWA Parking Lots Plus LLC.","13035","NWA Parking Lots Plus LLC.","nwaparkinglotsplus.com","N"
"13036","Sabertrio","13036","N","sabertrio.com","N"
"13037","Red Sakura Food Tamsui Store | Souvenirs | Famous Products | Taipei","13037","N","redsakura.com.tw","N"
"13038","TRUWISE","13038","N","truwise.com.pk","N"
"13039","ABICOR BINZEL Schweißtechnik Dresden GmbH & Co. KG.","13039","ABICOR BINZEL Schweißtechnik Dresden GmbH & Co. KG.","binzel-abicor.com","N"
"13040","Aesthetics Now and Forever","13040","N","aestheticsnowandforever.com","N"
"13041","Silkeyes Designs","13041","N","silkeyes.biz","info@silkeyes.com"
"13042","BAKER ASSOCIATES HYDRO SOLUTIONS LLP.","13042","BAKER ASSOCIATES HYDRO SOLUTIONS LLP.","bahsltd.com","N"
"13043","TKTX Numbing Cream TKTX-KR","13043","TKTX-KR .INC","tktx-korea.com","N"
"13044","Excel Dental Lab","13044","Excel Dental Lab Pvt.Ltd","exceldentallab.business.site","N"
"13045","Casa da Vasca","13045","N","casadavasca.com","reservas@casadavasca.com"
"13046","Inspired Interiors Niagara","13046","N","inspiredinteriorsniagara.com","robert@inspiredinteriorsniagara.com"
"13047","Aline Kramer","13047","N","alinekramer.de","N"
"13048","Findon Manor Hotel","13048","N","findonmanor.com","N"
"13049","Hanf Store Steingasse","13049","N","hanf.com","N"
"13050","Easy Sprachreisen","13050","N","easy-sprachreisen.de","N"
"13051","Drogheria Gitana","13051","N","gitanawines.com","info@gitanawines.com"
"13052","Drivewisedrivertraining","13052","N","drivewisedrivertraining.co.uk","N"
"13053","All Saints Lutheran Church","13053","N","allsaintsuniversitycity.org","N"
"13054","STRAIT GMBH","13054","STRAIT GMBH","strait.de","N"
"13055","Dave’s World Of Bowling","13055","N","daveswob.com","N"
"13056","Minas Podas","13056","N","minaspodas.com.br","N"
"13057","Centre de santé dentaire Dre Thu Nguyen","13057","N","drethunguyen.com","info@drethunguyen.com"
"13058","Allsight Vision Care Yosef Tekeste OD.","13058","Allsight Vision Care Yosef Tekeste OD.","allsightvision.com","N"
"13059","Stayfirst","13059","N","stayfirst.ru","N"
"13060","Great Rivers United Way Inc.","13060","Great Rivers United Way Inc.","greatriversunitedway.org","N"
"13061","Hopi Burritos Brasil","13061","N","hopidelivery.com.br","N"
"13062","Dr. Frank Böhm und Marcus Hochhaus HNO-Praxisgemeinschaft","13062","N","hnopraxisgemeinschaft.de","N"
"13063","CryptoGen Nepal","13063","N","cryptogennepal.com","N"
"13064","Alone Appliances","13064","N","aloneappliances.com","aloneappliances73@gmail.com"
"13065","Heritage Coffee Roasting Co.","13065","Heritage Coffee Roasting Co.","heritagecoffee.com","N"
"13066","Perdices Bono","13066","N","perdicesbono.es","N"
"13067","N","13067","N","garagenonline.de","info@garagenonline.de"
"13068","PQ Bypass","13068","N","pqbypass.com","N"
"13069","Warr Acres Dental Group","13069","N","warracresdentalgroup.com","warracresdental@gmail.com"
"13070","RK Renov","13070","N","rk-renov.fr","kenzoroge04042021@icloud.com"
"13071","Jki glass company","13071","Jki glass company","glass.com","N"
"13072","N","13072","N","friedhof-chemnitz.de","N"
"13073","Ribcraft India Manufacturing Facility","13073","N","ribcraft.com","N"
"13074","Vanilla Ën Glaze","13074","N","vanillaenglaze.com","ordersmkop@gmail.com"
"13075","MaxineSiggers Yoga Acupuncture","13075","N","maxinesiggers.co.uk","N"
"13076","Novosibirskaia Pivovarennaia Kompaniia","13076","N","nskbrew.ru","sales@nskbrew.ru"
"13077","Monjay Mezza","13077","N","mjmezza.com.au","N"
"13078","VAIN Academy","13078","N","N","N"
"13079","Evans and Jonesopticians","13079","N","evansandjonesopticians.co.uk","N"
"13080","Charleston Sailing Adventures","13080","N","charlestonsailingadventures.com","info@charlestonsailingadventures.com"
"13081","Mokka House","13081","N","mokkahouse.hu","N"
